ID,Security Description,Symbol,Country,Sector,Asset Class,Asset Group,Shares/Par,Market Value,% of Portfolio,Book Cost,Price Cost,Price Close,Price Change %,Attribution to Book P&L %,Coupon Rate,CUSIP,ISIN,ESG,environment,Social,Governance,Symbol Unq.
18957,Corteva Inc,CTVA-W US Equity,United States,Materials,Equity,Foreign Stock,"10,050","537,914",1%,"448,396",44.62,53.52,20%,0%,0,22052L104,US22052L1044,-,-,-,-,CTVA-W US Equity
22571,Prosus Nv,PROSF Equity,Europe,Consumer Discretionary,Equity,Foreign Stock,"5,076","524,913",1%,"515,092",101.48,103.41,2%,0%,0,,NL0013654783,-,-,-,-,NL0013654783 Equity
10164,Broadcom Ltd,AVGO US Equity,United States,Information Technology,Equity,Foreign Stock,804,"513,638",1%,"446,033",554.77,638.85,15%,0%,0,11135F101,US11135F1012,-,-,-,-,EQ0000000044980627 Equity
45536,Coinbase Global Inc,COIN US Equity,United States,Information Technology,Equity,Domestic Stock,"1,640","506,184",1%,"543,315",331.29,308.65,-7%,0%,0,19260Q107,US19260Q1076,-,-,-,-,COIN US Equity
45110,"Tal Education Group, Adr",TAL US Equity,United States,Consumer Discretionary,Equity,Domestic Stock,"78,037","478,036",1%,"1,714,084",21.97,6.13,-72%,0%,0,874080104,US8740801043,-,-,-,-,TAL US Equity
42395,Roper Technologies Inc.,ROP US Equity,United States,Industrials,Equity,Domestic Stock,773,"454,748",1%,"417,688",540.35,588.29,9%,0%,0,776696106,US7766961061,-,-,-,-,ROP US Equity
38590,Frontdoor Inc.,FTDRV US Equity,United States,Consumer Discretionary,Equity,Domestic Stock,"7,965","446,850",1%,"501,514",62.96,56.10,-11%,0%,0,35905A109,US35905A1097,-,-,-,-,FTDRV US Equity
46846,"New Oriental Education & Technology Group Inc., Ad",EDU US Equity,United States,Consumer Staples,Equity,Domestic Stock,"174,984","444,396",1%,"586,156",3.35,2.54,-24%,0%,0,647581107,US6475811070,-,-,-,-,EDU US Equity
8292,Constellation Software Inc.,CSU CN Equity,Canada,Information Technology,Equity,Domestic Stock,199,"432,805",1%,"292,274",1468.71,2174.90,48%,0%,0,21037X100,CA21037X1006,-,-,-,-,B15C4L6 CN Equity
39850,Japan Exchange Group Inc.,8697 JP Equity,Japan,Financials,Equity,Foreign Stock,"11,900","401,028",1%,"354,312",29.77,33.70,13%,0%,0,,JP3183200009,-,-,-,-,8697 JP Equity
48704,New Oriental Education & Technology Group Inc,9901 HK Equity,Hong Kong,Consumer Discretionary,Equity,Foreign Stock,"169,200","398,202",1%,"446,348",2.64,2.35,-11%,0%,0,0,KYG6470A1168,-,-,-,-,9901 HK Equity
26493,Trip.Com Group Ltd,TCOM US Equity,United States,Consumer Discretionary,Equity,Domestic Stock,"10,338","381,552",1%,"583,233",56.42,36.91,-35%,0%,0,89677Q107,US89677Q1076,-,-,-,-,TCOM US Equity
1249,Alphabet Inc,GOOGL US Equity,United States,Communication Services,Equity,Foreign Stock,97,"347,318",1%,"212,227",2187.91,3580.60,64%,0%,0,02079K305,US02079K3059,-,-,-,-,EQ0000000044666717 Equity
1843,Lockheed Martin Corp,LMT US Equity,United States,Industrials,Equity,Foreign Stock,774,"337,554",1%,"368,124",475.61,436.12,-8%,0%,0,539830109,US5398301094,-,-,-,-,EQ0015692300001000 Equity
12101,Biogen Inc.,BIIB US Equity,United States,Health Care,Equity,Domestic Stock,902,"333,046",1%,"466,686",517.39,369.23,-29%,0%,0,09062X103,US09062X1037,-,-,-,-,2455965 US Equity
38884,Accor Sa,AC FP Equity,Europe,Consumer Discretionary,Equity,Foreign Stock,"7,279","319,322",1%,"277,927",38.18,43.87,15%,0%,0,,FR0000120404,-,-,-,-,AC FP Equity
40359,Realreal Inc. (The),REAL US Equity,United States,Consumer Discretionary,Equity,Domestic Stock,"17,888","305,904",1%,"487,286",27.24,17.10,-37%,0%,0,88339P101,US88339P1012,-,-,-,-,REAL US Equity
1781,PepsiCo Inc,PEP US Equity,United States,Consumer Staples,Equity,Foreign Stock,748,"147,018",0%,"134,828",180.25,196.55,9%,0%,0,713448108,US7134481081,-,-,-,-,EQ0010115800001000 Equity
1339,Garmin Ltd,GRMN US Equity,United States,Consumer Discretionary,Equity,Foreign Stock,59,"12,751",0%,"8,942",151.56,216.12,43%,0%,0,H2906T109,CH0114405324,-,-,-,-,EQ0118444400001000 Equity
48364,Airbnb Inc Put 110 10/15/21,ABNB US 10/15/21 P110 Equity,United States,Consumer Discretionary,Option,Option,-60,-383,0,"-26,647",4.44,0.06,-99%,0%,0,,ABNBV110U,-,-,-,-,
48366,Spotify Technology Sa Put 200 10/15/21,SPOT US 10/15/21 P200 Equity,United States,Communication Services,Option,Option,-40,"-5,207",0%,"-25,779",6.44,1.30,-80%,0%,0,,SPOTV200U,-,-,-,-,
47752,American Tower Corp Call 300 10/15/21,AMT US 10/15/21 C300 Equity,United States,Real Estate,Option,Option,-16,"-6,534",0%,"-4,650",2.91,4.08,41%,0%,0,,AMTJ300U,-,-,-,-,
50399,SPDR S&P 500 ETF Trust Put 410 10/15/21,SPY US 10/15/21 P410 Equity,,Equity Index,Option,Option,"-1,000","-242,478",-1%,"-660,918",6.61,2.42,-63%,0%,0,,SPYV410U,-,-,-,-,
